"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"01499" "01499 T.b. intestines, peritoneum, mesenteric glands (method unknown)" "01499" "01499 T.b. intestines, peritoneum, mesenteric glands (method unknown)"
"015" "015 Tuberculosis of bones and joints" "015" "015 Tuberculosis of bones and joints"
"0150" "0150 Tuberculosis of vertebral column" "0150" "0150 Tuberculosis of vertebral column"
"0151" "0151 Tuberculosis of hip (tubercle bacilli found" "0151" "0151 Tuberculosis of hip (tubercle bacilli found"
"01510" "01510 Tuberculosis of hip (bacteriological or histological examination not done)" "01510" "01510 Tuberculosis of hip (bacteriological or histological examination not done)"
"01511" "01511 Tuberculosis of hip (bact/hist unknown)" "01511" "01511 Tuberculosis of hip (bact/hist unknown)"
"01512" "01512 Tuberculosis of hip (tubercle bacilli found (in sputum) by microscopy)" "01512" "01512 Tuberculosis of hip (tubercle bacilli found (in sputum) by microscopy)"
"01513" "01513 Tuberculosis of hip (culture)" "01513" "01513 Tuberculosis of hip (culture)"
"01514" "01514 Tuberculosis of hip (histology)" "01514" "01514 Tuberculosis of hip (histology)"
"01515" "01515 Tuberculosis of hip (inoculation)" "01515" "01515 Tuberculosis of hip (inoculation)"
"01519" "01519 Tuberculosis of hip (method of diagnosis unspecified)" "01519" "01519 Tuberculosis of hip (method of diagnosis unspecified)"
"0152" "0152 Tuberculosis of knee" "0152" "0152 Tuberculosis of knee"
"01520" "01520 Tuberculosis of knee (bact/hist not done)" "01520" "01520 Tuberculosis of knee (bact/hist not done)"
"01521" "01521 Tuberculosis of knee (bact/hist unknown)" "01521" "01521 Tuberculosis of knee (bact/hist unknown)"
"01522" "01522 Tuberculosis of knee (tubercle bacilli found (in sputum) by microscopy)" "01522" "01522 Tuberculosis of knee (tubercle bacilli found (in sputum) by microscopy)"
"01523" "01523 Tuberculosis of knee (culture)" "01523" "01523 Tuberculosis of knee (culture)"
"01524" "01524 Tuberculosis of knee (histology)" "01524" "01524 Tuberculosis of knee (histology)"
"01525" "01525 Tuberculosis of knee (inoculation)" "01525" "01525 Tuberculosis of knee (inoculation)"
"01529" "01529 Tuberculosis of knee (method of diagnosis unspecified)" "01529" "01529 Tuberculosis of knee (method of diagnosis unspecified)"
"0157" "0157 Tuberculosis of other bone" "0157" "0157 Tuberculosis of other bone"
"01570" "01570 Tuberculosis of other bone (bact/hist not done)" "01570" "01570 Tuberculosis of other bone (bact/hist not done)"
"01571" "01571 Tuberculosis of other bone (bact/hist unknown)" "01571" "01571 Tuberculosis of other bone (bact/hist unknown)"
"01572" "01572 Tuberculosis of other bone (microscopy)" "01572" "01572 Tuberculosis of other bone (microscopy)"
"01573" "01573 Tuberculosis of other bone (culture)" "01573" "01573 Tuberculosis of other bone (culture)"
"01574" "01574 Tuberculosis of other bone (histology)" "01574" "01574 Tuberculosis of other bone (histology)"
"01575" "01575 Tuberculosis of other bone (inoculation)" "01575" "01575 Tuberculosis of other bone (inoculation)"
"01579" "01579 Tuberculosis of other bone (method of diagnosis unspecified)" "01579" "01579 Tuberculosis of other bone (method of diagnosis unspecified)"
"0158" "0158 Tuberculosis of other joint" "0158" "0158 Tuberculosis of other joint"
"01580" "01580 Tuberculosis of other joint (bact/hist not done)" "01580" "01580 Tuberculosis of other joint (bact/hist not done)"
"01581" "01581 Tuberculosis of other joint (bact/hist unknown)" "01581" "01581 Tuberculosis of other joint (bact/hist unknown)"
"01582" "01582 Tuberculosis of other joint (microscopy)" "01582" "01582 Tuberculosis of other joint (microscopy)"
"01583" "01583 Tuberculosis of other joint (culture)" "01583" "01583 Tuberculosis of other joint (culture)"
"01584" "01584 Tuberculosis of other joint (histology)" "01584" "01584 Tuberculosis of other joint (histology)"
"01585" "01585 Tuberculosis of other joint (inoculation)" "01585" "01585 Tuberculosis of other joint (inoculation)"
"01589" "01589 Tuberculosis of other joint (method of diagnosis unspecified)" "01589" "01589 Tuberculosis of other joint (method of diagnosis unspecified)"
"0159" "0159 Tuberculosis of unspecified bones and joints" "0159" "0159 Tuberculosis of unspecified bones and joints"
"01590" "01590 Tuberculosis of unspecified bones and joints (bact/hist not done)" "01590" "01590 Tuberculosis of unspecified bones and joints (bact/hist not done)"
"01591" "01591 Tuberculosis of unspecified bones and joints (bact/hist unknown)" "01591" "01591 Tuberculosis of unspecified bones and joints (bact/hist unknown)"
"01592" "01592 Tuberculosis of unspecified bones and joints (microscopy)" "01592" "01592 Tuberculosis of unspecified bones and joints (microscopy)"
"01593" "01593 Tuberculosis of unspecified bones and joints (culture)" "01593" "01593 Tuberculosis of unspecified bones and joints (culture)"
"01594" "01594 Tuberculosis of unspecified bones and joints (histology)" "01594" "01594 Tuberculosis of unspecified bones and joints (histology)"
"01595" "01595 Tuberculosis of unspecified bones and joints (inoculation)" "01595" "01595 Tuberculosis of unspecified bones and joints (inoculation)"
"01599" "01599 Tuberculosis of unspecified bones and joints (method unknown)" "01599" "01599 Tuberculosis of unspecified bones and joints (method unknown)"
"016" "016 Tuberculosis of genitourinary system" "016" "016 Tuberculosis of genitourinary system"
"0160" "0160 Tuberculosis of kidney" "0160" "0160 Tuberculosis of kidney"
"01600" "01600 Tuberculosis of kidney (bact/hist not done)" "01600" "01600 Tuberculosis of kidney (bact/hist not done)"
"01601" "01601 Tuberculosis of kidney (bact/hist unknown)" "01601" "01601 Tuberculosis of kidney (bact/hist unknown)"
"01602" "01602 Tuberculosis of kidney (tubercle bacilli found (in sputum) by microscopy)" "01602" "01602 Tuberculosis of kidney (tubercle bacilli found (in sputum) by microscopy)"
"01603" "01603 Tuberculosis of kidney (culture)" "01603" "01603 Tuberculosis of kidney (culture)"
"01604" "01604 Tuberculosis of kidney (histology)" "01604" "01604 Tuberculosis of kidney (histology)"
"01605" "01605 Tuberculosis of kidney (inoculation)" "01605" "01605 Tuberculosis of kidney (inoculation)"
"01609" "01609 Tuberculosis of kidney (method of diagnosis unspecified)" "01609" "01609 Tuberculosis of kidney (method of diagnosis unspecified)"
"0161" "0161 Tuberculosis of other urinary organs" "0161" "0161 Tuberculosis of other urinary organs"
"01610" "01610 Tuberculosis of other urinary organs (bact/hist not done)" "01610" "01610 Tuberculosis of other urinary organs (bact/hist not done)"
"01611" "01611 Tuberculosis of other urinary organs (bact/hist unknown)" "01611" "01611 Tuberculosis of other urinary organs (bact/hist unknown)"
"01612" "01612 Tuberculosis of other urinary organs (microscopy)" "01612" "01612 Tuberculosis of other urinary organs (microscopy)"
"01613" "01613 Tuberculosis of other urinary organs (culture)" "01613" "01613 Tuberculosis of other urinary organs (culture)"
"01614" "01614 Tuberculosis of other urinary organs (histology)" "01614" "01614 Tuberculosis of other urinary organs (histology)"
"01615" "01615 Tuberculosis of other urinary organs (inoculation)" "01615" "01615 Tuberculosis of other urinary organs (inoculation)"
"01619" "01619 Tuberculosis of other urinary organs (method of diagnosis unspecified)" "01619" "01619 Tuberculosis of other urinary organs (method of diagnosis unspecified)"
"0162" "0162 Tuberculosis of epididymis" "0162" "0162 Tuberculosis of epididymis"
"0163" "0163 Tuberculosis of other male genital organs" "0163" "0163 Tuberculosis of other male genital organs"
"01630" "01630 Tuberculosis of other male genital organs (bact/hist not done)" "01630" "01630 Tuberculosis of other male genital organs (bact/hist not done)"
"01631" "01631 Tuberculosis of other male genital organs (bact/hist unknown)" "01631" "01631 Tuberculosis of other male genital organs (bact/hist unknown)"
"01632" "01632 Tuberculosis of other male genital organs (microscopy)" "01632" "01632 Tuberculosis of other male genital organs (microscopy)"
"01633" "01633 Tuberculosis of other male genital organs (culture)" "01633" "01633 Tuberculosis of other male genital organs (culture)"
"01634" "01634 Tuberculosis of other male genital organs (histology)" "01634" "01634 Tuberculosis of other male genital organs (histology)"
"01635" "01635 Tuberculosis of other male genital organs (inoculation)" "01635" "01635 Tuberculosis of other male genital organs (inoculation)"
"01639" "01639 Tuberculosis of other male genital organs (method unknown)" "01639" "01639 Tuberculosis of other male genital organs (method unknown)"
"0164" "0164 Tuberculosis of female genital organs" "0164" "0164 Tuberculosis of female genital organs"
"01640" "01640 Tuberculosis of female genital organs (bact/hist not done)" "01640" "01640 Tuberculosis of female genital organs (bact/hist not done)"
"01641" "01641 Tuberculosis of female genital organs (bact/hist unknown)" "01641" "01641 Tuberculosis of female genital organs (bact/hist unknown)"
"01642" "01642 Tuberculosis of female genital organs (microscopy)" "01642" "01642 Tuberculosis of female genital organs (microscopy)"
"01643" "01643 Tuberculosis of female genital organs (culture)" "01643" "01643 Tuberculosis of female genital organs (culture)"
"01644" "01644 Tuberculosis of female genital organs (histology)" "01644" "01644 Tuberculosis of female genital organs (histology)"
"01645" "01645 Tuberculosis of female genital organs (inoculation)" "01645" "01645 Tuberculosis of female genital organs (inoculation)"
"01649" "01649 Tuberculosis of female genital organs (method of diagnosis unspecified)" "01649" "01649 Tuberculosis of female genital organs (method of diagnosis unspecified)"
"0169" "0169 Unspecified tuberculosis of genitourinary system" "0169" "0169 Unspecified tuberculosis of genitourinary system"
"01690" "01690 Unspecified tuberculosis of genitourinary system (bact/hist not done)" "01690" "01690 Unspecified tuberculosis of genitourinary system (bact/hist not done)"
"01691" "01691 Unspecified tuberculosis of genitourinary system (bact/hist unknown)" "01691" "01691 Unspecified tuberculosis of genitourinary system (bact/hist unknown)"
"01692" "01692 Unspecified tuberculosis of genitourinary system (microscopy)" "01692" "01692 Unspecified tuberculosis of genitourinary system (microscopy)"
"01693" "01693 Unspecified tuberculosis of genitourinary system (culture)" "01693" "01693 Unspecified tuberculosis of genitourinary system (culture)"
"01694" "01694 Unspecified tuberculosis of genitourinary system (histology)" "01694" "01694 Unspecified tuberculosis of genitourinary system (histology)"
"01695" "01695 Unspecified tuberculosis of genitourinary system (inoculation)" "01695" "01695 Unspecified tuberculosis of genitourinary system (inoculation)"
"01699" "01699 Unspecified tuberculosis of genitourinary system (method unknown)" "01699" "01699 Unspecified tuberculosis of genitourinary system (method unknown)"
"017" "017 Tuberculosis of other organs" "017" "017 Tuberculosis of other organs"
"0170" "0170 Tuberculosis of skin and subcutaneous cellular tissue" "0170" "0170 Tuberculosis of skin and subcutaneous cellular tissue"
"01700" "01700 Tuberculosis of skin and subcutaneous cellular tissue (bact/hist not done" "01700" "01700 Tuberculosis of skin and subcutaneous cellular tissue (bact/hist not done"
"01701" "01701 Tuberculosis of skin and subcutaneous cellular tissue (bact/hist unknown)" "01701" "01701 Tuberculosis of skin and subcutaneous cellular tissue (bact/hist unknown)"
"01702" "01702 Tuberculosis of skin and subcutaneous cellular tissue (microscopy)" "01702" "01702 Tuberculosis of skin and subcutaneous cellular tissue (microscopy)"
"01703" "01703 Tuberculosis of skin and subcutaneous cellular tissue (culture)" "01703" "01703 Tuberculosis of skin and subcutaneous cellular tissue (culture)"
"01704" "01704 Tuberculosis of skin and subcutaneous cellular tissue (histology)" "01704" "01704 Tuberculosis of skin and subcutaneous cellular tissue (histology)"
"01705" "01705 Tuberculosis of skin and subcutaneous cellular tissue (inoculation)" "01705" "01705 Tuberculosis of skin and subcutaneous cellular tissue (inoculation)"
"01709" "01709 Tuberculosis of skin and subcutaneous cellular tissue (method unknown)" "01709" "01709 Tuberculosis of skin and subcutaneous cellular tissue (method unknown)"
"0171" "0171 Erythema nodosum with hypersens. reaction in t.b." "0171" "0171 Erythema nodosum with hypersens. reaction in t.b."
"01710" "01710 Erythema nodosum with hypersens. reaction in t.b. (bact/hist not done)" "01710" "01710 Erythema nodosum with hypersens. reaction in t.b. (bact/hist not done)"
"01711" "01711 Erythema nodosum with hypersens. reaction in t.b. (bact/hist unknown)" "01711" "01711 Erythema nodosum with hypersens. reaction in t.b. (bact/hist unknown)"
"01712" "01712 Erythema nodosum with hypersens. reaction in t.b. (microscopy)" "01712" "01712 Erythema nodosum with hypersens. reaction in t.b. (microscopy)"
"01713" "01713 Erythema nodosum with hypersens. reaction in t.b. (culture)" "01713" "01713 Erythema nodosum with hypersens. reaction in t.b. (culture)"
"01714" "01714 Erythema nodosum with hypersens. reaction in t.b. (histology)" "01714" "01714 Erythema nodosum with hypersens. reaction in t.b. (histology)"
"01715" "01715 Erythema nodosum with hypersens. reaction in t.b. (inoculation)" "01715" "01715 Erythema nodosum with hypersens. reaction in t.b. (inoculation)"
"01719" "01719 Erythema nodosum with hypersens. reaction in t.b. (method unknown)" "01719" "01719 Erythema nodosum with hypersens. reaction in t.b. (method unknown)"
"0172" "0172 Tuberculosis of peripheral lymph nodes" "0172" "0172 Tuberculosis of peripheral lymph nodes"
"01720" "01720 Tuberculosis of peripheral lymph nodes (bact/hist not done)" "01720" "01720 Tuberculosis of peripheral lymph nodes (bact/hist not done)"
"01721" "01721 Tuberculosis of peripheral lymph nodes (bact/hist unknown)" "01721" "01721 Tuberculosis of peripheral lymph nodes (bact/hist unknown)"
"01722" "01722 Tuberculosis of peripheral lymph nodes (microscopy)" "01722" "01722 Tuberculosis of peripheral lymph nodes (microscopy)"
"01723" "01723 Tuberculosis of peripheral lymph nodes (culture)" "01723" "01723 Tuberculosis of peripheral lymph nodes (culture)"
"01724" "01724 Tuberculosis of peripheral lymph nodes (histology)" "01724" "01724 Tuberculosis of peripheral lymph nodes (histology)"
"01725" "01725 Tuberculosis of peripheral lymph nodes (inoculation)" "01725" "01725 Tuberculosis of peripheral lymph nodes (inoculation)"
"01729" "01729 Tuberculosis of peripheral lymph nodes (method of diagnosis unspecified)" "01729" "01729 Tuberculosis of peripheral lymph nodes (method of diagnosis unspecified)"
"0173" "0173 Tuberculosis of eye" "0173" "0173 Tuberculosis of eye"
"01730" "01730 Tuberculosis of eye (bacteriological or histological examination not done)" "01730" "01730 Tuberculosis of eye (bacteriological or histological examination not done)"
"01731" "01731 Tuberculosis of eye (bact/hist unknown)" "01731" "01731 Tuberculosis of eye (bact/hist unknown)"
"01732" "01732 Tuberculosis of eye (tubercle bacilli found (in sputum) by microscopy)" "01732" "01732 Tuberculosis of eye (tubercle bacilli found (in sputum) by microscopy)"
"01733" "01733 Tuberculosims of eye (culture)" "01733" "01733 Tuberculosims of eye (culture)"
"01734" "01734 Tuberculosis of eye (histology)" "01734" "01734 Tuberculosis of eye (histology)"
"01735" "01735 Tuberculosis of eye (inoculation)" "01735" "01735 Tuberculosis of eye (inoculation)"
"01739" "01739 Tuberculosis of eye (method of diagnosis unspecified)" "01739" "01739 Tuberculosis of eye (method of diagnosis unspecified)"
