"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"Y26" "Y26 Exposure to smoke, fire and flames, undetermined intent" "Y26" "Y26 Exposure to smoke, fire and flames, undetermined intent"
"Y260" "Y26.0 Home" "Y260" "Y26.0 Home"
"Y261" "Y26.1 Residential institution" "Y261" "Y26.1 Residential institution"
"Y262" "Y26.2 School, other institution and public administrative area" "Y262" "Y26.2 School, other institution and public administrative area"
"Y263" "Y26.3 Sports and athletics area" "Y263" "Y26.3 Sports and athletics area"
"Y264" "Y26.4 Street and highway" "Y264" "Y26.4 Street and highway"
"Y265" "Y26.5 Trade and service area" "Y265" "Y26.5 Trade and service area"
"Y266" "Y26.6 Industrial and construction area" "Y266" "Y26.6 Industrial and construction area"
"Y267" "Y26.7 Farm" "Y267" "Y26.7 Farm"
"Y268" "Y26.8 Other specified place" "Y268" "Y26.8 Other specified place"
"Y269" "Y26.9 Unspecified place" "Y269" "Y26.9 Unspecified place"
"Y27" "Y27 Contact with steam, hot vapours and hot objects, undetermined intent" "Y27" "Y27 Contact with steam, hot vapours and hot objects, undetermined intent"
"Y270" "Y27.0 Home" "Y270" "Y27.0 Home"
"Y271" "Y27.1 Residential institution" "Y271" "Y27.1 Residential institution"
"Y272" "Y27.2 School, other institution and public administrative area" "Y272" "Y27.2 School, other institution and public administrative area"
"Y273" "Y27.3 Sports and athletics area" "Y273" "Y27.3 Sports and athletics area"
"Y274" "Y27.4 Street and highway" "Y274" "Y27.4 Street and highway"
"Y275" "Y27.5 Trade and service area" "Y275" "Y27.5 Trade and service area"
"Y276" "Y27.6 Industrial and construction area" "Y276" "Y27.6 Industrial and construction area"
"Y277" "Y27.7 Farm" "Y277" "Y27.7 Farm"
"Y278" "Y27.8 Other specified place" "Y278" "Y27.8 Other specified place"
"Y279" "Y27.9 Unspecified place" "Y279" "Y27.9 Unspecified place"
"Y28" "Y28 Contact with sharp object, undetermined intent" "Y28" "Y28 Contact with sharp object, undetermined intent"
"Y280" "Y28.0 Home" "Y280" "Y28.0 Home"
"Y281" "Y28.1 Residential institution" "Y281" "Y28.1 Residential institution"
"Y282" "Y28.2 School, other institution and public administrative area" "Y282" "Y28.2 School, other institution and public administrative area"
"Y283" "Y28.3 Sports and athletics area" "Y283" "Y28.3 Sports and athletics area"
"Y284" "Y28.4 Street and highway" "Y284" "Y28.4 Street and highway"
"Y285" "Y28.5 Trade and service area" "Y285" "Y28.5 Trade and service area"
"Y2859" "Y28.59 Contact with sharp object, undetermined intent; Trade and service area; During unspecified activity" "Y2859" "Y28.59 Contact with sharp object, undetermined intent; Trade and service area; During unspecified activity"
"Y286" "Y28.6 Industrial and construction area" "Y286" "Y28.6 Industrial and construction area"
"Y287" "Y28.7 Farm" "Y287" "Y28.7 Farm"
"Y288" "Y28.8 Other specified place" "Y288" "Y28.8 Other specified place"
"Y289" "Y28.9 Unspecified place" "Y289" "Y28.9 Unspecified place"
"Y29" "Y29 Contact with blunt object, undetermined intent" "Y29" "Y29 Contact with blunt object, undetermined intent"
"Y290" "Y29.0 Home" "Y290" "Y29.0 Home"
"Y291" "Y29.1 Residential institution" "Y291" "Y29.1 Residential institution"
"Y292" "Y29.2 School, other institution and public administrative area" "Y292" "Y29.2 School, other institution and public administrative area"
"Y293" "Y29.3 Sports and athletics area" "Y293" "Y29.3 Sports and athletics area"
"Y294" "Y29.4 Street and highway" "Y294" "Y29.4 Street and highway"
"Y295" "Y29.5 Trade and service area" "Y295" "Y29.5 Trade and service area"
"Y296" "Y29.6 Industrial and construction area" "Y296" "Y29.6 Industrial and construction area"
"Y297" "Y29.7 Farm" "Y297" "Y29.7 Farm"
"Y298" "Y29.8 Other specified place" "Y298" "Y29.8 Other specified place"
"Y299" "Y29.9 Unspecified place" "Y299" "Y29.9 Unspecified place"
"Y30" "Y30 Falling, jumping or pushed from a high place, undetermined intent" "Y30" "Y30 Falling, jumping or pushed from a high place, undetermined intent"
"Y300" "Y30.0 Home" "Y300" "Y30.0 Home"
"Y301" "Y30.1 Residential institution" "Y301" "Y30.1 Residential institution"
"Y302" "Y30.2 School, other institution and public administrative area" "Y302" "Y30.2 School, other institution and public administrative area"
"Y303" "Y30.3 Sports and athletics area" "Y303" "Y30.3 Sports and athletics area"
"Y304" "Y30.4 Street and highway" "Y304" "Y30.4 Street and highway"
"Y305" "Y30.5 Trade and service area" "Y305" "Y30.5 Trade and service area"
"Y306" "Y30.6 Industrial and construction area" "Y306" "Y30.6 Industrial and construction area"
"Y307" "Y30.7 Farm" "Y307" "Y30.7 Farm"
"Y308" "Y30.8 Other specified place" "Y308" "Y30.8 Other specified place"
"Y309" "Y30.9 Unspecified place" "Y309" "Y30.9 Unspecified place"
"Y31" "Y31 Falling, lying or running before or into moving object, undetermined intent" "Y31" "Y31 Falling, lying or running before or into moving object, undetermined intent"
"Y310" "Y31.0 Home" "Y310" "Y31.0 Home"
"Y311" "Y31.1 Residential institution" "Y311" "Y31.1 Residential institution"
"Y312" "Y31.2 School, other institution and public administrative area" "Y312" "Y31.2 School, other institution and public administrative area"
"Y313" "Y31.3 Sports and athletics area" "Y313" "Y31.3 Sports and athletics area"
"Y314" "Y31.4 Street and highway" "Y314" "Y31.4 Street and highway"
"Y315" "Y31.5 Trade and service area" "Y315" "Y31.5 Trade and service area"
"Y316" "Y31.6 Industrial and construction area" "Y316" "Y31.6 Industrial and construction area"
"Y317" "Y31.7 Farm" "Y317" "Y31.7 Farm"
"Y318" "Y31.8 Other specified place" "Y318" "Y31.8 Other specified place"
"Y319" "Y31.9 Unspecified place" "Y319" "Y31.9 Unspecified place"
"Y32" "Y32 Crashing of motor vehicle, undetermined intent" "Y32" "Y32 Crashing of motor vehicle, undetermined intent"
"Y320" "Y32.0 Home" "Y320" "Y32.0 Home"
"Y321" "Y32.1 Residential institution" "Y321" "Y32.1 Residential institution"
"Y322" "Y32.2 School, other institution and public administrative area" "Y322" "Y32.2 School, other institution and public administrative area"
"Y323" "Y32.3 Sports and athletics area" "Y323" "Y32.3 Sports and athletics area"
"Y324" "Y32.4 Street and highway" "Y324" "Y32.4 Street and highway"
"Y325" "Y32.5 Trade and service area" "Y325" "Y32.5 Trade and service area"
"Y326" "Y32.6 Industrial and construction area" "Y326" "Y32.6 Industrial and construction area"
"Y327" "Y32.7 Farm" "Y327" "Y32.7 Farm"
"Y328" "Y32.8 Other specified place" "Y328" "Y32.8 Other specified place"
"Y329" "Y32.9 Unspecified place" "Y329" "Y32.9 Unspecified place"
"Y33" "Y33 Other specified events, undetermined intent" "Y33" "Y33 Other specified events, undetermined intent"
"Y330" "Y33.0 Home" "Y330" "Y33.0 Home"
"Y331" "Y33.1 Residential institution" "Y331" "Y33.1 Residential institution"
"Y332" "Y33.2 School, other institution and public administrative area" "Y332" "Y33.2 School, other institution and public administrative area"
"Y333" "Y33.3 Sports and athletics area" "Y333" "Y33.3 Sports and athletics area"
"Y334" "Y33.4 Street and highway" "Y334" "Y33.4 Street and highway"
"Y335" "Y33.5 Trade and service area" "Y335" "Y33.5 Trade and service area"
"Y336" "Y33.6 Industrial and construction area" "Y336" "Y33.6 Industrial and construction area"
"Y337" "Y33.7 Farm" "Y337" "Y33.7 Farm"
"Y338" "Y33.8 Other specified place" "Y338" "Y33.8 Other specified place"
"Y339" "Y33.9 Unspecified place" "Y339" "Y33.9 Unspecified place"
"Y34" "Y34 Unspecified event, undetermined intent" "Y34" "Y34 Unspecified event, undetermined intent"
"Y340" "Y34.0 Home" "Y340" "Y34.0 Home"
"Y341" "Y34.1 Residential institution" "Y341" "Y34.1 Residential institution"
"Y342" "Y34.2 School, other institution and public administrative area" "Y342" "Y34.2 School, other institution and public administrative area"
"Y343" "Y34.3 Sports and athletics area" "Y343" "Y34.3 Sports and athletics area"
"Y344" "Y34.4 Street and highway" "Y344" "Y34.4 Street and highway"
"Y345" "Y34.5 Trade and service area" "Y345" "Y34.5 Trade and service area"
"Y346" "Y34.6 Industrial and construction area" "Y346" "Y34.6 Industrial and construction area"
"Y347" "Y34.7 Farm" "Y347" "Y34.7 Farm"
"Y348" "Y34.8 Other specified place" "Y348" "Y34.8 Other specified place"
"Y349" "Y34.9 Unspecified place" "Y349" "Y34.9 Unspecified place"
"Y3499" "Y34.99 Unspecified event, undetermined intent; Unspecified place; During unspecified activity" "Y3499" "Y34.99 Unspecified event, undetermined intent; Unspecified place; During unspecified activity"
"Y35" "Y35 Legal intervention" "Y35" "Y35 Legal intervention"
"Y350" "Y35.0 Legal intervention involving firearm discharge" "Y350" "Y35.0 Legal intervention involving firearm discharge"
"Y351" "Y35.1 Legal intervention involving explosives" "Y351" "Y35.1 Legal intervention involving explosives"
"Y352" "Y35.2 Legal intervention involving gas" "Y352" "Y35.2 Legal intervention involving gas"
"Y353" "Y35.3 Legal intervention involving blunt objects" "Y353" "Y35.3 Legal intervention involving blunt objects"
"Y354" "Y35.4 Legal intervention involving sharp objects" "Y354" "Y35.4 Legal intervention involving sharp objects"
"Y355" "Y35.5 Legal execution" "Y355" "Y35.5 Legal execution"
"Y356" "Y35.6 Legal intervention involving other specified means" "Y356" "Y35.6 Legal intervention involving other specified means"
"Y357" "Y35.7 Legal intervention, means unspecified" "Y357" "Y35.7 Legal intervention, means unspecified"
"Y36" "Y36 Operations of war" "Y36" "Y36 Operations of war"
"Y360" "Y36.0 War operations involving explosion of marine weapons" "Y360" "Y36.0 War operations involving explosion of marine weapons"
"Y361" "Y36.1 War operations involving destruction of aircraft" "Y361" "Y36.1 War operations involving destruction of aircraft"
"Y362" "Y36.2 War operations involving other explosions and fragments" "Y362" "Y36.2 War operations involving other explosions and fragments"
"Y363" "Y36.3 War operations involving fires, conflagrations and hot substances" "Y363" "Y36.3 War operations involving fires, conflagrations and hot substances"
"Y364" "Y36.4 War operations involving firearm discharge and other forms of conventional warfare" "Y364" "Y36.4 War operations involving firearm discharge and other forms of conventional warfare"
"Y365" "Y36.5 War operations involving nuclear weapons" "Y365" "Y36.5 War operations involving nuclear weapons"
"Y366" "Y36.6 War operations involving biological weapons" "Y366" "Y36.6 War operations involving biological weapons"
"Y367" "Y36.7 War operations involving chemical weapons and other forms of unconventional warfare" "Y367" "Y36.7 War operations involving chemical weapons and other forms of unconventional warfare"
"Y368" "Y36.8 War operations occurring after cessation of hostilities" "Y368" "Y36.8 War operations occurring after cessation of hostilities"
"Y369" "Y36.9 War operations, unspecified" "Y369" "Y36.9 War operations, unspecified"
"Y40" "Y40 Systemic antibiotics" "Y40" "Y40 Systemic antibiotics"
"Y400" "Y40.0 Penicillins" "Y400" "Y40.0 Penicillins"
"Y401" "Y40.1 Cefalosporins and other  -lactam antibiotics" "Y401" "Y40.1 Cefalosporins and other  -lactam antibiotics"
"Y402" "Y40.2 Chloramphenicol group" "Y402" "Y40.2 Chloramphenicol group"
"Y403" "Y40.3 Macrolides" "Y403" "Y40.3 Macrolides"
"Y404" "Y40.4 Tetracyclines" "Y404" "Y40.4 Tetracyclines"
"Y405" "Y40.5 Aminoglycosides" "Y405" "Y40.5 Aminoglycosides"
"Y406" "Y40.6 Rifamycins" "Y406" "Y40.6 Rifamycins"
"Y407" "Y40.7 Antifungal antibiotics, systemically used" "Y407" "Y40.7 Antifungal antibiotics, systemically used"
"Y408" "Y40.8 Other systemic antibiotics" "Y408" "Y40.8 Other systemic antibiotics"
"Y409" "Y40.9 Systemic antibiotic, unspecified" "Y409" "Y40.9 Systemic antibiotic, unspecified"
"Y41" "Y41 Other systemic anti-infectives and antiparasitics" "Y41" "Y41 Other systemic anti-infectives and antiparasitics"
"Y410" "Y41.0 Sulphonamides" "Y410" "Y41.0 Sulphonamides"
"Y411" "Y41.1 Antimycobacterial drugs" "Y411" "Y41.1 Antimycobacterial drugs"
"Y412" "Y41.2 Antimalarials and drugs acting on other blood protozoa" "Y412" "Y41.2 Antimalarials and drugs acting on other blood protozoa"
"Y413" "Y41.3 Other antiprotozoal drugs" "Y413" "Y41.3 Other antiprotozoal drugs"
"Y414" "Y41.4 Anthelminthics" "Y414" "Y41.4 Anthelminthics"
"Y415" "Y41.5 Antiviral drugs" "Y415" "Y41.5 Antiviral drugs"
"Y418" "Y41.8 Other specified systemic anti-infectives and antiparasitics" "Y418" "Y41.8 Other specified systemic anti-infectives and antiparasitics"
"Y419" "Y41.9 Systemic anti-infective and antiparasitic, unspecified" "Y419" "Y41.9 Systemic anti-infective and antiparasitic, unspecified"
"Y42" "Y42 Hormones and their synthetic substitutes and antagonists, not elsewhere classified" "Y42" "Y42 Hormones and their synthetic substitutes and antagonists, not elsewhere classified"
"Y420" "Y42.0 Glucocorticoids and synthetic analogs" "Y420" "Y42.0 Glucocorticoids and synthetic analogs"
"Y421" "Y42.1 Thyroid hormones and substitutes" "Y421" "Y42.1 Thyroid hormones and substitutes"
"Y422" "Y42.2 Antithyroid drugs" "Y422" "Y42.2 Antithyroid drugs"
"Y423" "Y42.3 Insulin and oral hypoglycaemic [antidiabetic] drugs" "Y423" "Y42.3 Insulin and oral hypoglycaemic [antidiabetic] drugs"
"Y424" "Y42.4 Oral contraceptives" "Y424" "Y42.4 Oral contraceptives"
"Y425" "Y42.5 Other oestrogens and progestogens" "Y425" "Y42.5 Other oestrogens and progestogens"
"Y426" "Y42.6 Antigonadotrophins, antioestrogens, antiandrogens, not elsewhere classified" "Y426" "Y42.6 Antigonadotrophins, antioestrogens, antiandrogens, not elsewhere classified"
"Y427" "Y42.7 Androgens and anabolic congeners" "Y427" "Y42.7 Androgens and anabolic congeners"
"Y428" "Y42.8 Other and unspecified hormones and their synthetic substitutes" "Y428" "Y42.8 Other and unspecified hormones and their synthetic substitutes"
"Y429" "Y42.9 Other and unspecified hormone antagonists" "Y429" "Y42.9 Other and unspecified hormone antagonists"
"Y43" "Y43 Primarily systemic agents" "Y43" "Y43 Primarily systemic agents"
"Y430" "Y43.0 Antiallergic and antiemetic drugs" "Y430" "Y43.0 Antiallergic and antiemetic drugs"
"Y431" "Y43.1 Antineoplastic antimetabolites" "Y431" "Y43.1 Antineoplastic antimetabolites"
"Y432" "Y43.2 Antineoplastic natural products" "Y432" "Y43.2 Antineoplastic natural products"
"Y433" "Y43.3 Other antineoplastic drugs" "Y433" "Y43.3 Other antineoplastic drugs"
"Y434" "Y43.4 Immunosuppressive agents" "Y434" "Y43.4 Immunosuppressive agents"
"Y435" "Y43.5 Acidifying and alkalising agents" "Y435" "Y43.5 Acidifying and alkalising agents"
"Y436" "Y43.6 Enzymes, not elsewhere classified" "Y436" "Y43.6 Enzymes, not elsewhere classified"
"Y438" "Y43.8 Other primarily systemic agents, not elsewhere classified" "Y438" "Y43.8 Other primarily systemic agents, not elsewhere classified"
"Y439" "Y43.9 Primarily systemic agent, unspecified" "Y439" "Y43.9 Primarily systemic agent, unspecified"
"Y44" "Y44 Agents primarily affecting blood constituents" "Y44" "Y44 Agents primarily affecting blood constituents"
"Y440" "Y44.0 Iron preparations and other anti-hypochromic-anaemia preparations" "Y440" "Y44.0 Iron preparations and other anti-hypochromic-anaemia preparations"
"Y441" "Y44.1 Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations" "Y441" "Y44.1 Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations"
"Y442" "Y44.2 Anticoagulants" "Y442" "Y44.2 Anticoagulants"
"Y443" "Y44.3 Anticoagulant antagonists, vitamin K and other coagulants" "Y443" "Y44.3 Anticoagulant antagonists, vitamin K and other coagulants"
"Y444" "Y44.4 Antithrombotic drugs [platelet-aggregation inhibitors]" "Y444" "Y44.4 Antithrombotic drugs [platelet-aggregation inhibitors]"
"Y445" "Y44.5 Thrombolytic drugs" "Y445" "Y44.5 Thrombolytic drugs"
"Y446" "Y44.6 Natural blood and blood products" "Y446" "Y44.6 Natural blood and blood products"
"Y447" "Y44.7 Plasma substitutes" "Y447" "Y44.7 Plasma substitutes"
"Y449" "Y44.9 Other and unspecified agents affecting blood constituents" "Y449" "Y44.9 Other and unspecified agents affecting blood constituents"
