"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"L77" "L77 Connection of vena cava or branch of vena cava" "L77" "L77 Connection of vena cava or branch of vena cava"
"L771" "L77.1 Creation of portocaval shunt" "L771" "L77.1 Creation of portocaval shunt"
"L772" "L77.2 Creation of mesocaval shunt" "L772" "L77.2 Creation of mesocaval shunt"
"L773" "L77.3 Creation of portosystemic shunt NEC" "L773" "L77.3 Creation of portosystemic shunt NEC"
"L774" "L77.4 Creation of distal splenorenal shunt" "L774" "L77.4 Creation of distal splenorenal shunt"
"L775" "L77.5 Creation of proximal splenorenal shunt" "L775" "L77.5 Creation of proximal splenorenal shunt"
"L778" "L77.8 Other specified connection of vena cava or branch of vena cava" "L778" "L77.8 Other specified connection of vena cava or branch of vena cava"
"L779" "L77.9 Unspecified connection of vena cava or branch of vena cava" "L779" "L77.9 Unspecified connection of vena cava or branch of vena cava"
"L79" "L79 Other operations on vena cava" "L79" "L79 Other operations on vena cava"
"L791" "L79.1 Insertion of filter into vena cava" "L791" "L79.1 Insertion of filter into vena cava"
"L792" "L79.2 Plication of vena cava" "L792" "L79.2 Plication of vena cava"
"L793" "L79.3 Insertion of stent into vena cava NEC" "L793" "L79.3 Insertion of stent into vena cava NEC"
"L794" "L79.4 Attention to filter into vena cava NEC" "L794" "L79.4 Attention to filter into vena cava NEC"
"L795" "L79.5 Removal of filter in vena cava" "L795" "L79.5 Removal of filter in vena cava"
"L796" "L79.6 Repair of anomalous caval vein connection" "L796" "L79.6 Repair of anomalous caval vein connection"
"L797" "L79.7 Excision of lesion of vena cava" "L797" "L79.7 Excision of lesion of vena cava"
"L798" "L79.8 Other specified other operations on vena cava" "L798" "L79.8 Other specified other operations on vena cava"
"L799" "L79.9 Unspecified other operations on vena cava" "L799" "L79.9 Unspecified other operations on vena cava"
"L80" "L80 Operations on individual pulmonary veins" "L80" "L80 Operations on individual pulmonary veins"
"L801" "L80.1 Repair of pulmonary vein stenosis" "L801" "L80.1 Repair of pulmonary vein stenosis"
"L802" "L80.2 Percutaneous transluminal balloon angioplasty of pulmonary vein" "L802" "L80.2 Percutaneous transluminal balloon angioplasty of pulmonary vein"
"L803" "L80.3 Percutaneous transluminal cutting balloon angioplasty of pulmonary vein" "L803" "L80.3 Percutaneous transluminal cutting balloon angioplasty of pulmonary vein"
"L804" "L80.4 Percutaneous transluminal insertion of stent into pulmonary vein" "L804" "L80.4 Percutaneous transluminal insertion of stent into pulmonary vein"
"L808" "L80.8 Other specified operations on individual pulmonary veins" "L808" "L80.8 Other specified operations on individual pulmonary veins"
"L809" "L80.9 Unspecified operations on individual pulmonary veins" "L809" "L80.9 Unspecified operations on individual pulmonary veins"
"L81" "L81 Other bypass operations on vein" "L81" "L81 Other bypass operations on vein"
"L811" "L81.1 Creation of peritovenous shunt" "L811" "L81.1 Creation of peritovenous shunt"
"L812" "L81.2 Bypass operations for priapism" "L812" "L81.2 Bypass operations for priapism"
"L818" "L81.8 Other specified other bypass operations on vein" "L818" "L81.8 Other specified other bypass operations on vein"
"L819" "L81.9 Unspecified other bypass operations on vein" "L819" "L81.9 Unspecified other bypass operations on vein"
"L82" "L82 Repair of valve of vein" "L82" "L82 Repair of valve of vein"
"L821" "L82.1 Transposition of valve of vein" "L821" "L82.1 Transposition of valve of vein"
"L822" "L82.2 Interposition of valve of vein" "L822" "L82.2 Interposition of valve of vein"
"L828" "L82.8 Other specified repair of valve of vein" "L828" "L82.8 Other specified repair of valve of vein"
"L829" "L82.9 Unspecified repair of valve of vein" "L829" "L82.9 Unspecified repair of valve of vein"
"L83" "L83 Other operations for venous insufficiency" "L83" "L83 Other operations for venous insufficiency"
"L831" "L83.1 Crossover graft of saphenous vein" "L831" "L83.1 Crossover graft of saphenous vein"
"L832" "L83.2 Subfascial ligation of perforating vein of leg" "L832" "L83.2 Subfascial ligation of perforating vein of leg"
"L838" "L83.8 Other specified other operations for venous insufficiency" "L838" "L83.8 Other specified other operations for venous insufficiency"
"L839" "L83.9 Unspecified other operations for venous insufficiency" "L839" "L83.9 Unspecified other operations for venous insufficiency"
"L84" "L84 Combined operations on varicose vein of leg" "L84" "L84 Combined operations on varicose vein of leg"
"L841" "L84.1 Combined operations on primary long saphenous vein" "L841" "L84.1 Combined operations on primary long saphenous vein"
"L842" "L84.2 Combined operations on primary short saphenous vein" "L842" "L84.2 Combined operations on primary short saphenous vein"
"L843" "L84.3 Combined operations on primary long and short saphenous vein" "L843" "L84.3 Combined operations on primary long and short saphenous vein"
"L844" "L84.4 Combined operations on recurrent long saphenous vein" "L844" "L84.4 Combined operations on recurrent long saphenous vein"
"L845" "L84.5 Combined operations on recurrent short saphenous vein" "L845" "L84.5 Combined operations on recurrent short saphenous vein"
"L846" "L84.6 Combined operations on recurrent long and short saphenous vein" "L846" "L84.6 Combined operations on recurrent long and short saphenous vein"
"L848" "L84.8 Other specified combined operations on varicose vein of leg" "L848" "L84.8 Other specified combined operations on varicose vein of leg"
"L849" "L84.9 Unspecified combined operations on varicose vein of leg" "L849" "L84.9 Unspecified combined operations on varicose vein of leg"
"L85" "L85 Ligation of varicose vein of leg" "L85" "L85 Ligation of varicose vein of leg"
"L851" "L85.1 Ligation of long saphenous vein" "L851" "L85.1 Ligation of long saphenous vein"
"L852" "L85.2 Ligation of short saphenous vein" "L852" "L85.2 Ligation of short saphenous vein"
"L853" "L85.3 Ligation of recurrent varicose vein of leg" "L853" "L85.3 Ligation of recurrent varicose vein of leg"
"L858" "L85.8 Other specified ligation of varicose vein of leg" "L858" "L85.8 Other specified ligation of varicose vein of leg"
"L859" "L85.9 Unspecified ligation of varicose vein of leg" "L859" "L85.9 Unspecified ligation of varicose vein of leg"
"L86" "L86 Injection into varicose vein of leg" "L86" "L86 Injection into varicose vein of leg"
"L861" "L86.1 Injection of sclerosing substance into varicose vein of leg NEC" "L861" "L86.1 Injection of sclerosing substance into varicose vein of leg NEC"
"L862" "L86.2 Ultrasound guided foam sclerotherapy for varicose vein of leg" "L862" "L86.2 Ultrasound guided foam sclerotherapy for varicose vein of leg"
"L863" "L86.3 Injection of glue into varicose vein of leg" "L863" "L86.3 Injection of glue into varicose vein of leg"
"L868" "L86.8 Other specified injection into varicose vein of leg" "L868" "L86.8 Other specified injection into varicose vein of leg"
"L869" "L86.9 Unspecified injection into varicose vein of leg" "L869" "L86.9 Unspecified injection into varicose vein of leg"
"L87" "L87 Other operations on varicose vein of leg" "L87" "L87 Other operations on varicose vein of leg"
"L871" "L87.1 Stripping of long saphenous vein" "L871" "L87.1 Stripping of long saphenous vein"
"L872" "L87.2 Stripping of short saphenous vein" "L872" "L87.2 Stripping of short saphenous vein"
"L873" "L87.3 Stripping of varicose vein of leg NEC" "L873" "L87.3 Stripping of varicose vein of leg NEC"
"L874" "L87.4 Avulsion of varicose vein of leg" "L874" "L87.4 Avulsion of varicose vein of leg"
"L875" "L87.5 Local excision of varicose vein of leg" "L875" "L87.5 Local excision of varicose vein of leg"
"L876" "L87.6 Incision of varicose vein of leg" "L876" "L87.6 Incision of varicose vein of leg"
"L877" "L87.7 Transilluminated powered phlebectomy of varicose vein of leg" "L877" "L87.7 Transilluminated powered phlebectomy of varicose vein of leg"
"L878" "L87.8 Other specified other operations on varicose vein of leg" "L878" "L87.8 Other specified other operations on varicose vein of leg"
"L879" "L87.9 Unspecified other operations on varicose vein of leg" "L879" "L87.9 Unspecified other operations on varicose vein of leg"
"L88" "L88 Transluminal operations on varicose vein of leg" "L88" "L88 Transluminal operations on varicose vein of leg"
"L881" "L88.1 Percutaneous transluminal laser ablation of long saphenous vein" "L881" "L88.1 Percutaneous transluminal laser ablation of long saphenous vein"
"L882" "L88.2 Radiofrequency ablation of varicose vein of leg" "L882" "L88.2 Radiofrequency ablation of varicose vein of leg"
"L883" "L88.3 Percutaneous transluminal laser ablation of varicose vein of leg NEC" "L883" "L88.3 Percutaneous transluminal laser ablation of varicose vein of leg NEC"
"L888" "L88.8 Other specified transluminal operations on varicose vein of leg" "L888" "L88.8 Other specified transluminal operations on varicose vein of leg"
"L889" "L88.9 Unspecified transluminal operations on varicose vein of leg" "L889" "L88.9 Unspecified transluminal operations on varicose vein of leg"
"L89" "L89 Other endovascular placement of stent" "L89" "L89 Other endovascular placement of stent"
"L891" "L89.1 Endovascular placement of two drug-eluting stents" "L891" "L89.1 Endovascular placement of two drug-eluting stents"
"L892" "L89.2 Endovascular placement of two coated stents" "L892" "L89.2 Endovascular placement of two coated stents"
"L893" "L89.3 Endovascular placement of three or more drug-eluting stents" "L893" "L89.3 Endovascular placement of three or more drug-eluting stents"
"L894" "L89.4 Endovascular placement of three or more coated stents" "L894" "L89.4 Endovascular placement of three or more coated stents"
"L895" "L89.5 Endovascular placement of one drug-eluting stent" "L895" "L89.5 Endovascular placement of one drug-eluting stent"
"L896" "L89.6 Endovascular placement of one coated stent" "L896" "L89.6 Endovascular placement of one coated stent"
"L898" "L89.8 Other specified other endovascular placement of stent" "L898" "L89.8 Other specified other endovascular placement of stent"
"L899" "L89.9 Unspecified other endovascular placement of stent" "L899" "L89.9 Unspecified other endovascular placement of stent"
"L90" "L90 Open removal of thrombus from vein" "L90" "L90 Open removal of thrombus from vein"
"L901" "L90.1 Open thrombectomy of vein of upper limb" "L901" "L90.1 Open thrombectomy of vein of upper limb"
"L902" "L90.2 Open thrombectomy of vein of lower limb" "L902" "L90.2 Open thrombectomy of vein of lower limb"
"L903" "L90.3 Open thrombectomy of renal vein" "L903" "L90.3 Open thrombectomy of renal vein"
"L908" "L90.8 Other specified open removal of thrombus from vein" "L908" "L90.8 Other specified open removal of thrombus from vein"
"L909" "L90.9 Unspecified open removal of thrombus from vein" "L909" "L90.9 Unspecified open removal of thrombus from vein"
"L91" "L91 Other vein related operations" "L91" "L91 Other vein related operations"
"L911" "L91.1 Open insertion of central venous catheter" "L911" "L91.1 Open insertion of central venous catheter"
"L912" "L91.2 Insertion of central venous catheter NEC" "L912" "L91.2 Insertion of central venous catheter NEC"
"L913" "L91.3 Attention to central venous catheter NEC" "L913" "L91.3 Attention to central venous catheter NEC"
"L914" "L91.4 Removal of central venous catheter" "L914" "L91.4 Removal of central venous catheter"
"L915" "L91.5 Insertion of tunnelled venous catheter" "L915" "L91.5 Insertion of tunnelled venous catheter"
"L916" "L91.6 Cannulation of vein NEC" "L916" "L91.6 Cannulation of vein NEC"
"L918" "L91.8 Other specified other vein related operations" "L918" "L91.8 Other specified other vein related operations"
"L919" "L91.9 Unspecified other vein related operations" "L919" "L91.9 Unspecified other vein related operations"
"L92" "L92 Unblocking of access catheter" "L92" "L92 Unblocking of access catheter"
"L921" "L92.1 Fibrin sheath stripping of access catheter" "L921" "L92.1 Fibrin sheath stripping of access catheter"
"L922" "L92.2 Wire brushing of access catheter" "L922" "L92.2 Wire brushing of access catheter"
"L923" "L92.3 Thrombolysis of access catheter" "L923" "L92.3 Thrombolysis of access catheter"
"L928" "L92.8 Other specified unblocking of access catheter" "L928" "L92.8 Other specified unblocking of access catheter"
"L929" "L92.9 Unspecified unblocking of access catheter" "L929" "L92.9 Unspecified unblocking of access catheter"
"L93" "L93 Other open operations on vein" "L93" "L93 Other open operations on vein"
"L931" "L93.1 Excision of vein NEC" "L931" "L93.1 Excision of vein NEC"
"L932" "L93.2 Incision of vein NEC" "L932" "L93.2 Incision of vein NEC"
"L933" "L93.3 Ligation of vein NEC" "L933" "L93.3 Ligation of vein NEC"
"L934" "L93.4 Open cannulation of vein" "L934" "L93.4 Open cannulation of vein"
"L935" "L93.5 Vein graft" "L935" "L93.5 Vein graft"
"L936" "L93.6 Excision of lesion of vein NEC" "L936" "L93.6 Excision of lesion of vein NEC"
"L938" "L93.8 Other specified other open operations on vein" "L938" "L93.8 Other specified other open operations on vein"
"L939" "L93.9 Unspecified other open operations on vein" "L939" "L93.9 Unspecified other open operations on vein"
"L94" "L94 Therapeutic transluminal operations on vein" "L94" "L94 Therapeutic transluminal operations on vein"
"L941" "L94.1 Percutaneous transluminal embolisation of vein" "L941" "L94.1 Percutaneous transluminal embolisation of vein"
"L942" "L94.2 Percutaneous transluminal cannulation of vein" "L942" "L94.2 Percutaneous transluminal cannulation of vein"
"L943" "L94.3 Percutaneous transluminal insertion of subcutaneous port" "L943" "L94.3 Percutaneous transluminal insertion of subcutaneous port"
"L944" "L94.4 Percutaneous transluminal replacement of subcutaneous port" "L944" "L94.4 Percutaneous transluminal replacement of subcutaneous port"
"L945" "L94.5 Percutaneous transluminal insertion of stent into vein NEC" "L945" "L94.5 Percutaneous transluminal insertion of stent into vein NEC"
"L946" "L94.6 Percutaneous transluminal venoplasty" "L946" "L94.6 Percutaneous transluminal venoplasty"
"L947" "L94.7 Percutaneous transluminal balloon angioplasty of vein NEC" "L947" "L94.7 Percutaneous transluminal balloon angioplasty of vein NEC"
"L948" "L94.8 Other specified therapeutic transluminal operations on vein" "L948" "L94.8 Other specified therapeutic transluminal operations on vein"
"L949" "L94.9 Unspecified therapeutic transluminal operations on vein" "L949" "L94.9 Unspecified therapeutic transluminal operations on vein"
"L95" "L95 Diagnostic transluminal operations on vein" "L95" "L95 Diagnostic transluminal operations on vein"
"L951" "L95.1 Venography" "L951" "L95.1 Venography"
"L952" "L95.2 Monitoring of venous pressure NEC" "L952" "L95.2 Monitoring of venous pressure NEC"
"L958" "L95.8 Other specified diagnostic transluminal operations on vein" "L958" "L95.8 Other specified diagnostic transluminal operations on vein"
"L959" "L95.9 Unspecified diagnostic transluminal operations on vein" "L959" "L95.9 Unspecified diagnostic transluminal operations on vein"
"L96" "L96 Percutaneous removal of thrombus from vein" "L96" "L96 Percutaneous removal of thrombus from vein"
"L961" "L96.1 Percutaneous mechanical thromboembolectomy" "L961" "L96.1 Percutaneous mechanical thromboembolectomy"
"L962" "L96.2 Percutaneous aspiration thromboembolectomy" "L962" "L96.2 Percutaneous aspiration thromboembolectomy"
"L968" "L96.8 Other specified percutaneous removal of thrombus from vein" "L968" "L96.8 Other specified percutaneous removal of thrombus from vein"
"L969" "L96.9 Unspecified percutaneous removal of thrombus from vein" "L969" "L96.9 Unspecified percutaneous removal of thrombus from vein"
"L97" "L97 Other operations on blood vessel" "L97" "L97 Other operations on blood vessel"
"L971" "L97.1 Revascularisation for impotence" "L971" "L97.1 Revascularisation for impotence"
"L972" "L97.2 Peroperative angioplasty" "L972" "L97.2 Peroperative angioplasty"
"L973" "L97.3 Isolated limb perfusion" "L973" "L97.3 Isolated limb perfusion"
"L974" "L97.4 Operations on artery NEC" "L974" "L97.4 Operations on artery NEC"
"L975" "L97.5 Operations on vein NEC" "L975" "L97.5 Operations on vein NEC"
"L976" "L97.6 Insertion of vascular closure device" "L976" "L97.6 Insertion of vascular closure device"
"L977" "L97.7 Thrombin injection for pseudoaneurysm" "L977" "L97.7 Thrombin injection for pseudoaneurysm"
"L978" "L97.8 Other specified other operations on blood vessel" "L978" "L97.8 Other specified other operations on blood vessel"
"L979" "L97.9 Unspecified other operations on blood vessel" "L979" "L97.9 Unspecified other operations on blood vessel"
"L98" "L98 Operations on microvascular vessel" "L98" "L98 Operations on microvascular vessel"
"L981" "L98.1 Microvascular vessel anastomosis" "L981" "L98.1 Microvascular vessel anastomosis"
"L982" "L98.2 Microvascular lymphatic vessel anastomosis" "L982" "L98.2 Microvascular lymphatic vessel anastomosis"
"L983" "L98.3 Microvascular lymphatico-venous anastomosis" "L983" "L98.3 Microvascular lymphatico-venous anastomosis"
"L984" "L98.4 Anastomosis of vessel using microvascular anastomotic device" "L984" "L98.4 Anastomosis of vessel using microvascular anastomotic device"
"L985" "L98.5 Revision of microvascular vessel anastomosis" "L985" "L98.5 Revision of microvascular vessel anastomosis"
"L986" "L98.6 Placement of doppler ultrasound probe into microvascular vessel anastomosis" "L986" "L98.6 Placement of doppler ultrasound probe into microvascular vessel anastomosis"
"L988" "L98.8 Other specified operations on microvascular vessel" "L988" "L98.8 Other specified operations on microvascular vessel"
"L989" "L98.9 Unspecified operations on microvascular vessel" "L989" "L98.9 Unspecified operations on microvascular vessel"
"L99" "L99 Other therapeutic transluminal operations on vein" "L99" "L99 Other therapeutic transluminal operations on vein"
"L991" "L99.1 Percutaneous transluminal angioplasty of vein NEC" "L991" "L99.1 Percutaneous transluminal angioplasty of vein NEC"
"L992" "L99.2 Percutaneous transluminal stent reconstruction of vein" "L992" "L99.2 Percutaneous transluminal stent reconstruction of vein"
"L993" "L99.3 Percutaneous transluminal venous thrombolysis with reconstruction" "L993" "L99.3 Percutaneous transluminal venous thrombolysis with reconstruction"
"L994" "L99.4 Percutaneous transluminal venous thrombolysis NEC" "L994" "L99.4 Percutaneous transluminal venous thrombolysis NEC"
"L995" "L99.5 Percutaneous transluminal occlusion of vein NEC" "L995" "L99.5 Percutaneous transluminal occlusion of vein NEC"
"L996" "L99.6 Percutaneous transluminal balloon test occlusion of vein" "L996" "L99.6 Percutaneous transluminal balloon test occlusion of vein"
"L997" "L99.7 Percutaneous transluminal peripheral insertion of central catheter" "L997" "L99.7 Percutaneous transluminal peripheral insertion of central catheter"
"L998" "L99.8 Other specified other therapeutic transluminal operations on vein" "L998" "L99.8 Other specified other therapeutic transluminal operations on vein"
"L999" "L99.9 Unspecified other therapeutic transluminal operations on vein" "L999" "L99.9 Unspecified other therapeutic transluminal operations on vein"
"M01" "M01 Transplantation of kidney" "M01" "M01 Transplantation of kidney"
"M011" "M01.1 Autotransplantation of kidney" "M011" "M01.1 Autotransplantation of kidney"
"M012" "M01.2 Allotransplantation of kidney from live donor" "M012" "M01.2 Allotransplantation of kidney from live donor"
"M013" "M01.3 Allotransplantation of kidney from cadaver NEC" "M013" "M01.3 Allotransplantation of kidney from cadaver NEC"
"M014" "M01.4 Allotransplantation of kidney from cadaver heart beating" "M014" "M01.4 Allotransplantation of kidney from cadaver heart beating"
"M015" "M01.5 Allotransplantation of kidney from cadaver heart non-beating" "M015" "M01.5 Allotransplantation of kidney from cadaver heart non-beating"
"M018" "M01.8 Other specified transplantation of kidney" "M018" "M01.8 Other specified transplantation of kidney"
"M019" "M01.9 Unspecified transplantation of kidney" "M019" "M01.9 Unspecified transplantation of kidney"
"M02" "M02 Total excision of kidney" "M02" "M02 Total excision of kidney"
"M021" "M02.1 Nephrectomy and excision of perirenal tissue" "M021" "M02.1 Nephrectomy and excision of perirenal tissue"
"M022" "M02.2 Nephroureterectomy NEC" "M022" "M02.2 Nephroureterectomy NEC"
"M023" "M02.3 Bilateral nephrectomy" "M023" "M02.3 Bilateral nephrectomy"
"M024" "M02.4 Excision of half of horseshoe kidney" "M024" "M02.4 Excision of half of horseshoe kidney"
"M025" "M02.5 Nephrectomy NEC" "M025" "M02.5 Nephrectomy NEC"
"M026" "M02.6 Excision of rejected transplanted kidney" "M026" "M02.6 Excision of rejected transplanted kidney"
"M027" "M02.7 Excision of transplanted kidney NEC" "M027" "M02.7 Excision of transplanted kidney NEC"
"M028" "M02.8 Other specified total excision of kidney" "M028" "M02.8 Other specified total excision of kidney"
"M029" "M02.9 Unspecified total excision of kidney" "M029" "M02.9 Unspecified total excision of kidney"
"M03" "M03 Partial excision of kidney" "M03" "M03 Partial excision of kidney"
"M031" "M03.1 Heminephrectomy of duplex kidney" "M031" "M03.1 Heminephrectomy of duplex kidney"
"M032" "M03.2 Division of isthmus of horseshoe kidney" "M032" "M03.2 Division of isthmus of horseshoe kidney"
"M038" "M03.8 Other specified partial excision of kidney" "M038" "M03.8 Other specified partial excision of kidney"
"M039" "M03.9 Unspecified partial excision of kidney" "M039" "M03.9 Unspecified partial excision of kidney"
"M04" "M04 Open extirpation of lesion of kidney" "M04" "M04 Open extirpation of lesion of kidney"
"M041" "M04.1 Deroofing of cyst of kidney" "M041" "M04.1 Deroofing of cyst of kidney"
"M042" "M04.2 Open excision of lesion of kidney NEC" "M042" "M04.2 Open excision of lesion of kidney NEC"
"M043" "M04.3 Open destruction of lesion of kidney" "M043" "M04.3 Open destruction of lesion of kidney"
"M048" "M04.8 Other specified open extirpation of lesion of kidney" "M048" "M04.8 Other specified open extirpation of lesion of kidney"
"M049" "M04.9 Unspecified open extirpation of lesion of kidney" "M049" "M04.9 Unspecified open extirpation of lesion of kidney"
"M05" "M05 Open repair of kidney" "M05" "M05 Open repair of kidney"
"M051" "M05.1 Open pyeloplasty" "M051" "M05.1 Open pyeloplasty"
"M052" "M05.2 Open revision of pyeloplasty" "M052" "M05.2 Open revision of pyeloplasty"
"M053" "M05.3 Nephropexy" "M053" "M05.3 Nephropexy"
"M054" "M05.4 Plication of kidney" "M054" "M05.4 Plication of kidney"
"M055" "M05.5 Repair of laceration of kidney" "M055" "M05.5 Repair of laceration of kidney"
"M058" "M05.8 Other specified open repair of kidney" "M058" "M05.8 Other specified open repair of kidney"
"M059" "M05.9 Unspecified open repair of kidney" "M059" "M05.9 Unspecified open repair of kidney"
"M06" "M06 Incision of kidney" "M06" "M06 Incision of kidney"
"M061" "M06.1 Open removal of calculus from kidney" "M061" "M06.1 Open removal of calculus from kidney"
"M062" "M06.2 Drainage of kidney NEC" "M062" "M06.2 Drainage of kidney NEC"
"M063" "M06.3 Closure of nephrostomy" "M063" "M06.3 Closure of nephrostomy"
"M064" "M06.4 Attention to nephrostomy tube NEC" "M064" "M06.4 Attention to nephrostomy tube NEC"
"M068" "M06.8 Other specified incision of kidney" "M068" "M06.8 Other specified incision of kidney"
"M069" "M06.9 Unspecified incision of kidney" "M069" "M06.9 Unspecified incision of kidney"
"M07" "M07 Therapeutic ureteroscopic operations on kidney" "M07" "M07 Therapeutic ureteroscopic operations on kidney"
"M071" "M07.1 Ureteroscopic laser fragmentation of calculus of kidney" "M071" "M07.1 Ureteroscopic laser fragmentation of calculus of kidney"
"M072" "M07.2 Ureteroscopic extraction of calculus of kidney NEC" "M072" "M07.2 Ureteroscopic extraction of calculus of kidney NEC"
"M078" "M07.8 Other specified therapeutic ureteroscopic operations on kidney" "M078" "M07.8 Other specified therapeutic ureteroscopic operations on kidney"
"M079" "M07.9 Unspecified therapeutic ureteroscopic operations on kidney" "M079" "M07.9 Unspecified therapeutic ureteroscopic operations on kidney"
"M08" "M08 Other open operations on kidney" "M08" "M08 Other open operations on kidney"
"M081" "M08.1 Open biopsy of lesion of kidney" "M081" "M08.1 Open biopsy of lesion of kidney"
"M082" "M08.2 Open denervation of kidney" "M082" "M08.2 Open denervation of kidney"
"M083" "M08.3 Exploration of kidney" "M083" "M08.3 Exploration of kidney"
"M084" "M08.4 Exploration of transplanted kidney" "M084" "M08.4 Exploration of transplanted kidney"
"M088" "M08.8 Other specified other open operations on kidney" "M088" "M08.8 Other specified other open operations on kidney"
"M089" "M08.9 Unspecified other open operations on kidney" "M089" "M08.9 Unspecified other open operations on kidney"
"M09" "M09 Therapeutic endoscopic operations on calculus of kidney" "M09" "M09 Therapeutic endoscopic operations on calculus of kidney"
"M091" "M09.1 Endoscopic ultrasound fragmentation of calculus of kidney" "M091" "M09.1 Endoscopic ultrasound fragmentation of calculus of kidney"
"M092" "M09.2 Endoscopic electrohydraulic shockwave fragmentation of calculus of kidney" "M092" "M09.2 Endoscopic electrohydraulic shockwave fragmentation of calculus of kidney"
"M093" "M09.3 Endoscopic laser fragmentation of calculus of kidney" "M093" "M09.3 Endoscopic laser fragmentation of calculus of kidney"
"M094" "M09.4 Endoscopic extraction of calculus of kidney NEC" "M094" "M09.4 Endoscopic extraction of calculus of kidney NEC"
"M098" "M09.8 Other specified therapeutic endoscopic operations on calculus of kidney" "M098" "M09.8 Other specified therapeutic endoscopic operations on calculus of kidney"
"M099" "M09.9 Unspecified therapeutic endoscopic operations on calculus of kidney" "M099" "M09.9 Unspecified therapeutic endoscopic operations on calculus of kidney"
"M10" "M10 Other therapeutic endoscopic operations on kidney" "M10" "M10 Other therapeutic endoscopic operations on kidney"
"M101" "M10.1 Endoscopic extirpation of lesion of kidney NEC" "M101" "M10.1 Endoscopic extirpation of lesion of kidney NEC"
"M102" "M10.2 Endoscopic pyeloplasty" "M102" "M10.2 Endoscopic pyeloplasty"
"M103" "M10.3 Endoscopic deroofing of multiple cysts of kidney" "M103" "M10.3 Endoscopic deroofing of multiple cysts of kidney"
"M104" "M10.4 Endoscopic cryoablation of lesion of kidney" "M104" "M10.4 Endoscopic cryoablation of lesion of kidney"
"M105" "M10.5 Endoscopic endoluminal balloon rupture of stenosis of pelviureteric junction of kidney" "M105" "M10.5 Endoscopic endoluminal balloon rupture of stenosis of pelviureteric junction of kidney"
"M108" "M10.8 Other specified other therapeutic endoscopic operations on kidney" "M108" "M10.8 Other specified other therapeutic endoscopic operations on kidney"
"M109" "M10.9 Unspecified other therapeutic endoscopic operations on kidney" "M109" "M10.9 Unspecified other therapeutic endoscopic operations on kidney"
"M11" "M11 Diagnostic endoscopic examination of kidney" "M11" "M11 Diagnostic endoscopic examination of kidney"
"M111" "M11.1 Diagnostic endoscopic examination of kidney and biopsy of lesion of kidney NEC" "M111" "M11.1 Diagnostic endoscopic examination of kidney and biopsy of lesion of kidney NEC"
"M112" "M11.2 Diagnostic endoscopic retrograde examination of kidney and biopsy of lesion of kidney" "M112" "M11.2 Diagnostic endoscopic retrograde examination of kidney and biopsy of lesion of kidney"
"M113" "M11.3 Diagnostic endoscopic retrograde examination of kidney NEC" "M113" "M11.3 Diagnostic endoscopic retrograde examination of kidney NEC"
"M118" "M11.8 Other specified diagnostic endoscopic examination of kidney" "M118" "M11.8 Other specified diagnostic endoscopic examination of kidney"
"M119" "M11.9 Unspecified diagnostic endoscopic examination of kidney" "M119" "M11.9 Unspecified diagnostic endoscopic examination of kidney"
"M12" "M12 Percutaneous studies of upper urinary tract" "M12" "M12 Percutaneous studies of upper urinary tract"
"M121" "M12.1 Percutaneous pyeloureterodynamics" "M121" "M12.1 Percutaneous pyeloureterodynamics"
"M128" "M12.8 Other specified percutaneous studies of upper urinary tract" "M128" "M12.8 Other specified percutaneous studies of upper urinary tract"
"M129" "M12.9 Unspecified percutaneous studies of upper urinary tract" "M129" "M12.9 Unspecified percutaneous studies of upper urinary tract"
"M13" "M13 Percutaneous puncture of kidney" "M13" "M13 Percutaneous puncture of kidney"
"M131" "M13.1 Percutaneous needle biopsy of lesion of kidney" "M131" "M13.1 Percutaneous needle biopsy of lesion of kidney"
"M132" "M13.2 Percutaneous drainage of kidney" "M132" "M13.2 Percutaneous drainage of kidney"
"M133" "M13.3 Percutaneous aspiration of kidney NEC" "M133" "M13.3 Percutaneous aspiration of kidney NEC"
"M134" "M13.4 Percutaneous injection of therapeutic substance into kidney" "M134" "M13.4 Percutaneous injection of therapeutic substance into kidney"
"M135" "M13.5 Percutaneous injection of radiocontrast substance into kidney" "M135" "M13.5 Percutaneous injection of radiocontrast substance into kidney"
"M136" "M13.6 Percutaneous insertion of nephrostomy tube" "M136" "M13.6 Percutaneous insertion of nephrostomy tube"
"M137" "M13.7 Percutaneous radiofrequency ablation of lesion of kidney" "M137" "M13.7 Percutaneous radiofrequency ablation of lesion of kidney"
"M138" "M13.8 Other specified percutaneous puncture of kidney" "M138" "M13.8 Other specified percutaneous puncture of kidney"
"M139" "M13.9 Unspecified percutaneous puncture of kidney" "M139" "M13.9 Unspecified percutaneous puncture of kidney"
"M14" "M14 Extracorporeal fragmentation of calculus of kidney" "M14" "M14 Extracorporeal fragmentation of calculus of kidney"
"M141" "M14.1 Extracorporeal shock wave lithotripsy of calculus of kidney" "M141" "M14.1 Extracorporeal shock wave lithotripsy of calculus of kidney"
"M148" "M14.8 Other specified extracorporeal fragmentation of calculus of kidney" "M148" "M14.8 Other specified extracorporeal fragmentation of calculus of kidney"
"M149" "M14.9 Unspecified extracorporeal fragmentation of calculus of kidney" "M149" "M14.9 Unspecified extracorporeal fragmentation of calculus of kidney"
