"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"M15" "M15 Operations on kidney along nephrostomy tube track" "M15" "M15 Operations on kidney along nephrostomy tube track"
"M151" "M15.1 Nephrostomography" "M151" "M15.1 Nephrostomography"
"M158" "M15.8 Other specified operations on kidney along nephrostomy tube track" "M158" "M15.8 Other specified operations on kidney along nephrostomy tube track"
"M159" "M15.9 Unspecified operations on kidney along nephrostomy tube track" "M159" "M15.9 Unspecified operations on kidney along nephrostomy tube track"
"M16" "M16 Other operations on kidney" "M16" "M16 Other operations on kidney"
"M161" "M16.1 Irrigation of kidney" "M161" "M16.1 Irrigation of kidney"
"M162" "M16.2 Maintenance of drainage tube of kidney" "M162" "M16.2 Maintenance of drainage tube of kidney"
"M164" "M16.4 Percutaneous nephrolithotomy NEC" "M164" "M16.4 Percutaneous nephrolithotomy NEC"
"M165" "M16.5 Removal of nephrostomy tube" "M165" "M16.5 Removal of nephrostomy tube"
"M168" "M16.8 Other specified other operations on kidney" "M168" "M16.8 Other specified other operations on kidney"
"M169" "M16.9 Unspecified other operations on kidney" "M169" "M16.9 Unspecified other operations on kidney"
"M17" "M17 Interventions associated with transplantation of kidney" "M17" "M17 Interventions associated with transplantation of kidney"
"M171" "M17.1 Live kidney donor screening" "M171" "M17.1 Live kidney donor screening"
"M172" "M17.2 Pre-transplantation of kidney work-up - recipient" "M172" "M17.2 Pre-transplantation of kidney work-up - recipient"
"M173" "M17.3 Pre-transplantation of kidney work-up - live donor" "M173" "M17.3 Pre-transplantation of kidney work-up - live donor"
"M174" "M17.4 Post-transplantation of kidney examination - recipient" "M174" "M17.4 Post-transplantation of kidney examination - recipient"
"M175" "M17.5 Post-transplantation of kidney examination - live donor" "M175" "M17.5 Post-transplantation of kidney examination - live donor"
"M178" "M17.8 Other specified interventions associated with transplantation of kidney" "M178" "M17.8 Other specified interventions associated with transplantation of kidney"
"M179" "M17.9 Unspecified interventions associated with transplantation of kidney" "M179" "M17.9 Unspecified interventions associated with transplantation of kidney"
"M18" "M18 Excision of ureter" "M18" "M18 Excision of ureter"
"M181" "M18.1 Total ureterectomy" "M181" "M18.1 Total ureterectomy"
"M182" "M18.2 Excision of segment of ureter" "M182" "M18.2 Excision of segment of ureter"
"M183" "M18.3 Secondary ureterectomy" "M183" "M18.3 Secondary ureterectomy"
"M184" "M18.4 Excision of duplex ureter" "M184" "M18.4 Excision of duplex ureter"
"M188" "M18.8 Other specified excision of ureter" "M188" "M18.8 Other specified excision of ureter"
"M189" "M18.9 Unspecified excision of ureter" "M189" "M18.9 Unspecified excision of ureter"
"M19" "M19 Urinary diversion" "M19" "M19 Urinary diversion"
"M191" "M19.1 Construction of ileal conduit" "M191" "M19.1 Construction of ileal conduit"
"M192" "M19.2 Creation of urinary diversion to intestine NEC" "M192" "M19.2 Creation of urinary diversion to intestine NEC"
"M193" "M19.3 Revision of urinary diversion" "M193" "M19.3 Revision of urinary diversion"
"M194" "M19.4 Cutaneous ureterostomy NEC" "M194" "M19.4 Cutaneous ureterostomy NEC"
"M195" "M19.5 Revision of ureterostomy stoma" "M195" "M19.5 Revision of ureterostomy stoma"
"M196" "M19.6 Percutaneous tunnelled kidney to bladder bypass using prosthesis" "M196" "M19.6 Percutaneous tunnelled kidney to bladder bypass using prosthesis"
"M197" "M19.7 Construction of orthotopic bladder substitute using intestine" "M197" "M19.7 Construction of orthotopic bladder substitute using intestine"
"M198" "M19.8 Other specified urinary diversion" "M198" "M19.8 Other specified urinary diversion"
"M199" "M19.9 Unspecified urinary diversion" "M199" "M19.9 Unspecified urinary diversion"
"M20" "M20 Replantation of ureter" "M20" "M20 Replantation of ureter"
"M201" "M20.1 Bilateral replantation of ureter" "M201" "M20.1 Bilateral replantation of ureter"
"M202" "M20.2 Unilateral replantation of ureter" "M202" "M20.2 Unilateral replantation of ureter"
"M203" "M20.3 Replantation of ureter after urinary diversion" "M203" "M20.3 Replantation of ureter after urinary diversion"
"M208" "M20.8 Other specified replantation of ureter" "M208" "M20.8 Other specified replantation of ureter"
"M209" "M20.9 Unspecified replantation of ureter" "M209" "M20.9 Unspecified replantation of ureter"
"M21" "M21 Other connection of ureter" "M21" "M21 Other connection of ureter"
"M211" "M21.1 Direct anastomosis of ureter to bladder" "M211" "M21.1 Direct anastomosis of ureter to bladder"
"M212" "M21.2 Anastomosis of ureter to bladder using flap of bladder" "M212" "M21.2 Anastomosis of ureter to bladder using flap of bladder"
"M213" "M21.3 Ileal replacement of ureter" "M213" "M21.3 Ileal replacement of ureter"
"M214" "M21.4 Colonic replacement of ureter" "M214" "M21.4 Colonic replacement of ureter"
"M215" "M21.5 Revision of anastomosis of ureter NEC" "M215" "M21.5 Revision of anastomosis of ureter NEC"
"M216" "M21.6 Ureteroureterostomy" "M216" "M21.6 Ureteroureterostomy"
"M218" "M21.8 Other specified other connection of ureter" "M218" "M21.8 Other specified other connection of ureter"
"M219" "M21.9 Unspecified other connection of ureter" "M219" "M21.9 Unspecified other connection of ureter"
"M22" "M22 Repair of ureter" "M22" "M22 Repair of ureter"
"M221" "M22.1 Suture of ureter" "M221" "M22.1 Suture of ureter"
"M222" "M22.2 Removal of ligature from ureter" "M222" "M22.2 Removal of ligature from ureter"
"M223" "M22.3 Closure of ureteric fistula" "M223" "M22.3 Closure of ureteric fistula"
"M228" "M22.8 Other specified repair of ureter" "M228" "M22.8 Other specified repair of ureter"
"M229" "M22.9 Unspecified repair of ureter" "M229" "M22.9 Unspecified repair of ureter"
"M23" "M23 Incision of ureter" "M23" "M23 Incision of ureter"
"M231" "M23.1 Open ureterolithotomy" "M231" "M23.1 Open ureterolithotomy"
"M238" "M23.8 Other specified incision of ureter" "M238" "M23.8 Other specified incision of ureter"
"M239" "M23.9 Unspecified incision of ureter" "M239" "M23.9 Unspecified incision of ureter"
"M24" "M24 Other urinary diversion" "M24" "M24 Other urinary diversion"
"M241" "M24.1 Construction of continent catheterisable intestinal pouch NEC" "M241" "M24.1 Construction of continent catheterisable intestinal pouch NEC"
"M242" "M24.2 Construction of continent catheterisable intestinal pouch with continent cystostomy NEC" "M242" "M24.2 Construction of continent catheterisable intestinal pouch with continent cystostomy NEC"
"M243" "M24.3 Construction of continent catheterisable intestinal pouch with continent cystostomy using appendix" "M243" "M24.3 Construction of continent catheterisable intestinal pouch with continent cystostomy using appendix"
"M244" "M24.4 Construction of continent catheterisable intestinal pouch with continent cystostomy using ileum" "M244" "M24.4 Construction of continent catheterisable intestinal pouch with continent cystostomy using ileum"
"M245" "M24.5 Creation of continent cystostomy NEC" "M245" "M24.5 Creation of continent cystostomy NEC"
"M246" "M24.6 Creation of continent cystostomy using appendix" "M246" "M24.6 Creation of continent cystostomy using appendix"
"M247" "M24.7 Creation of continent cystostomy using ileum" "M247" "M24.7 Creation of continent cystostomy using ileum"
"M248" "M24.8 Other specified other urinary diversion" "M248" "M24.8 Other specified other urinary diversion"
"M249" "M24.9 Unspecified other urinary diversion" "M249" "M24.9 Unspecified other urinary diversion"
"M25" "M25 Other open operations on ureter" "M25" "M25 Other open operations on ureter"
"M251" "M25.1 Excision of ureterocele" "M251" "M25.1 Excision of ureterocele"
"M252" "M25.2 Open excision of lesion of ureter NEC" "M252" "M25.2 Open excision of lesion of ureter NEC"
"M253" "M25.3 Ureterolysis" "M253" "M25.3 Ureterolysis"
"M254" "M25.4 Open biopsy of lesion of ureter" "M254" "M25.4 Open biopsy of lesion of ureter"
"M255" "M25.5 Open exploration of ureter" "M255" "M25.5 Open exploration of ureter"
"M258" "M25.8 Other specified other open operations on ureter" "M258" "M25.8 Other specified other open operations on ureter"
"M259" "M25.9 Unspecified other open operations on ureter" "M259" "M25.9 Unspecified other open operations on ureter"
"M26" "M26 Therapeutic nephroscopic operations on ureter" "M26" "M26 Therapeutic nephroscopic operations on ureter"
"M261" "M26.1 Nephroscopic laser fragmentation of calculus of ureter" "M261" "M26.1 Nephroscopic laser fragmentation of calculus of ureter"
"M262" "M26.2 Nephroscopic fragmentation of calculus of ureter NEC" "M262" "M26.2 Nephroscopic fragmentation of calculus of ureter NEC"
"M263" "M26.3 Nephroscopic extraction of calculus of ureter" "M263" "M26.3 Nephroscopic extraction of calculus of ureter"
"M264" "M26.4 Nephroscopic insertion of tubal prosthesis into ureter" "M264" "M26.4 Nephroscopic insertion of tubal prosthesis into ureter"
"M268" "M26.8 Other specified therapeutic nephroscopic operations on ureter" "M268" "M26.8 Other specified therapeutic nephroscopic operations on ureter"
"M269" "M26.9 Unspecified therapeutic nephroscopic operations on ureter" "M269" "M26.9 Unspecified therapeutic nephroscopic operations on ureter"
"M27" "M27 Therapeutic ureteroscopic operations on ureter" "M27" "M27 Therapeutic ureteroscopic operations on ureter"
"M271" "M27.1 Ureteroscopic laser fragmentation of calculus of ureter" "M271" "M27.1 Ureteroscopic laser fragmentation of calculus of ureter"
"M272" "M27.2 Ureteroscopic fragmentation of calculus of ureter NEC" "M272" "M27.2 Ureteroscopic fragmentation of calculus of ureter NEC"
"M273" "M27.3 Ureteroscopic extraction of calculus of ureter" "M273" "M27.3 Ureteroscopic extraction of calculus of ureter"
"M274" "M27.4 Ureteroscopic insertion of ureteric stent" "M274" "M27.4 Ureteroscopic insertion of ureteric stent"
"M275" "M27.5 Ureteroscopic removal of ureteric stent" "M275" "M27.5 Ureteroscopic removal of ureteric stent"
"M276" "M27.6 Ureteroscopic endoluminal balloon rupture of stenosis of ureter" "M276" "M27.6 Ureteroscopic endoluminal balloon rupture of stenosis of ureter"
"M277" "M27.7 Ureteroscopic dilation of ureter" "M277" "M27.7 Ureteroscopic dilation of ureter"
"M278" "M27.8 Other specified therapeutic ureteroscopic operations on ureter" "M278" "M27.8 Other specified therapeutic ureteroscopic operations on ureter"
"M279" "M27.9 Unspecified therapeutic ureteroscopic operations on ureter" "M279" "M27.9 Unspecified therapeutic ureteroscopic operations on ureter"
"M28" "M28 Other endoscopic removal of calculus from ureter" "M28" "M28 Other endoscopic removal of calculus from ureter"
"M281" "M28.1 Endoscopic laser fragmentation of calculus of ureter NEC" "M281" "M28.1 Endoscopic laser fragmentation of calculus of ureter NEC"
"M282" "M28.2 Endoscopic fragmentation of calculus of ureter NEC" "M282" "M28.2 Endoscopic fragmentation of calculus of ureter NEC"
"M283" "M28.3 Endoscopic extraction of calculus of ureter NEC" "M283" "M28.3 Endoscopic extraction of calculus of ureter NEC"
"M284" "M28.4 Endoscopic catheter drainage of calculus of ureter" "M284" "M28.4 Endoscopic catheter drainage of calculus of ureter"
"M285" "M28.5 Endoscopic drainage of calculus of ureter by dilation of ureter" "M285" "M28.5 Endoscopic drainage of calculus of ureter by dilation of ureter"
"M288" "M28.8 Other specified other endoscopic removal of calculus from ureter" "M288" "M28.8 Other specified other endoscopic removal of calculus from ureter"
"M289" "M28.9 Unspecified other endoscopic removal of calculus from ureter" "M289" "M28.9 Unspecified other endoscopic removal of calculus from ureter"
"M29" "M29 Other therapeutic endoscopic operations on ureter" "M29" "M29 Other therapeutic endoscopic operations on ureter"
"M291" "M29.1 Endoscopic extirpation of lesion of ureter" "M291" "M29.1 Endoscopic extirpation of lesion of ureter"
"M292" "M29.2 Endoscopic insertion of tubal prosthesis into ureter NEC" "M292" "M29.2 Endoscopic insertion of tubal prosthesis into ureter NEC"
"M293" "M29.3 Endoscopic removal of tubal prosthesis from ureter" "M293" "M29.3 Endoscopic removal of tubal prosthesis from ureter"
"M294" "M29.4 Endoscopic dilation of ureter" "M294" "M29.4 Endoscopic dilation of ureter"
"M295" "M29.5 Endoscopic renewal of tubal prosthesis into ureter" "M295" "M29.5 Endoscopic renewal of tubal prosthesis into ureter"
"M298" "M29.8 Other specified other therapeutic endoscopic operations on ureter" "M298" "M29.8 Other specified other therapeutic endoscopic operations on ureter"
"M299" "M29.9 Unspecified other therapeutic endoscopic operations on ureter" "M299" "M29.9 Unspecified other therapeutic endoscopic operations on ureter"
"M30" "M30 Diagnostic endoscopic examination of ureter" "M30" "M30 Diagnostic endoscopic examination of ureter"
"M301" "M30.1 Endoscopic retrograde pyelography" "M301" "M30.1 Endoscopic retrograde pyelography"
"M302" "M30.2 Endoscopic catheterisation of ureter" "M302" "M30.2 Endoscopic catheterisation of ureter"
"M303" "M30.3 Endoscopic ureteric urine sampling" "M303" "M30.3 Endoscopic ureteric urine sampling"
"M304" "M30.4 Nephroscopic ureteroscopy" "M304" "M30.4 Nephroscopic ureteroscopy"
"M305" "M30.5 Diagnostic endoscopic examination of ureter and biopsy of lesion of ureter NEC" "M305" "M30.5 Diagnostic endoscopic examination of ureter and biopsy of lesion of ureter NEC"
"M306" "M30.6 Diagnostic endoscopic examination of ureter and biopsy of lesion of ureter using rigid ureteroscope" "M306" "M30.6 Diagnostic endoscopic examination of ureter and biopsy of lesion of ureter using rigid ureteroscope"
"M308" "M30.8 Other specified diagnostic endoscopic examination of ureter" "M308" "M30.8 Other specified diagnostic endoscopic examination of ureter"
"M309" "M30.9 Unspecified diagnostic endoscopic examination of ureter" "M309" "M30.9 Unspecified diagnostic endoscopic examination of ureter"
"M31" "M31 Extracorporeal fragmentation of calculus of ureter" "M31" "M31 Extracorporeal fragmentation of calculus of ureter"
"M311" "M31.1 Extracorporeal shockwave lithotripsy of calculus of ureter" "M311" "M31.1 Extracorporeal shockwave lithotripsy of calculus of ureter"
"M318" "M31.8 Other specified extracorporeal fragmentation of calculus of ureter" "M318" "M31.8 Other specified extracorporeal fragmentation of calculus of ureter"
"M319" "M31.9 Unspecified extracorporeal fragmentation of calculus of ureter" "M319" "M31.9 Unspecified extracorporeal fragmentation of calculus of ureter"
