"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"1662" "cervical erosion" "1662" "cervical erosion"
"1663" "abnormal smear (cervix)" "1663" "abnormal smear (cervix)"
"1664" "dysmenorrhoea / dysmenorrhea" "1664" "dysmenorrhoea / dysmenorrhea"
"1665" "menopausal symptoms / menopause" "1665" "menopausal symptoms / menopause"
"1666" "benign breast lump" "1666" "benign breast lump"
"1667" "alopecia / hair loss" "1667" "alopecia / hair loss"
"1668" "allergy to house dust mite" "1668" "allergy to house dust mite"
"1669" "contact dermatitis" "1669" "contact dermatitis"
"1670" "allergy to elastoplast" "1670" "allergy to elastoplast"
"1671" "allergy to nickel" "1671" "allergy to nickel"
"1674" "varicella zoster virus" "1674" "varicella zoster virus"
"1675" "giardia / giardiasis" "1675" "giardia / giardiasis"
"1676" "yellow fever" "1676" "yellow fever"
"1677" "scarlet fever / scarlatina" "1677" "scarlet fever / scarlatina"
"1678" "chlamydia" "1678" "chlamydia"
"1679" "undescended testicle" "1679" "undescended testicle"
"1680" "bowen's disease" "1680" "bowen's disease"
"1681" "hydatiform mole" "1681" "hydatiform mole"
"1682" "benign insulinoma" "1682" "benign insulinoma"
"1683" "benign neuroma" "1683" "benign neuroma"
"99999" "unclassifiable" "99999" "unclassifiable"
